"product_name","category","subcategory","total_orders","units_sold","total_revenue","total_profit","profit_margin","revenue_rank"
"Seth Thomas 16"" Steel Case Clock",Furniture,Furnishings,5,19,441.73,28.26,0.06,813
Micro Innovations USB RF Wireless Keyboard with Mouse,Technology,Accessories,6,18,440.00,84.50,0.19,814
"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Furniture,Furnishings,4,18,437.70,138.31,0.32,815
Prismacolor Color Pencil Set,Office Supplies,Art,7,24,436.48,155.55,0.36,816
Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,Appliances,9,41,436.13,58.28,0.13,817
"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furniture,Furnishings,6,24,434.56,197.10,0.45,818
"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Office Supplies,Binders,7,38,433.79,125.78,0.29,819
Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,Appliances,8,35,432.43,60.42,0.14,820
"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Office Supplies,Art,2,13,431.29,165.21,0.38,821
Advantus Rolling Storage Box,Office Supplies,Storage,10,27,428.75,90.72,0.21,822
Cisco SPA525G2 IP Phone - Wireless,Technology,Phones,5,26,426.93,43.09,0.10,823
O'Sullivan Cherrywood Estates Traditional Bookcase,Furniture,Bookcases,2,6,424.90,27.19,0.06,824
"14-7/8 x 11 Blue Bar Computer Printout Paper",Office Supplies,Paper,4,10,422.75,172.94,0.41,825
Canvas Sectional Post Binders,Office Supplies,Binders,6,28,422.64,59.07,0.14,826
Staple-based wall hangings,Furniture,Furnishings,16,62,422.29,121.99,0.29,827
Round Specialty Laser Printer Labels,Office Supplies,Labels,6,39,421.01,162.01,0.38,828
"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",Technology,Accessories,3,12,419.88,29.39,0.07,829
Motorla HX550 Universal Bluetooth Headset,Technology,Phones,4,15,419.23,122.61,0.29,830
Xerox 1939,Office Supplies,Paper,5,22,417.34,200.32,0.48,831
Xerox 19,Office Supplies,Paper,4,15,415.13,159.55,0.38,832
i.Sound Portable Power - 8000 mAh,Technology,Phones,5,9,413.32,-58.82,-0.14,833
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Office Supplies,Binders,10,36,410.00,111.29,0.27,834
Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,Appliances,6,20,409.60,110.59,0.27,835
Nu-Dell Executive Frame,Furniture,Furnishings,6,39,409.54,98.97,0.24,836
"Tennsco Lockers, Sand",Office Supplies,Storage,5,22,407.01,56.23,0.14,837
"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Office Supplies,Storage,4,13,406.78,14.30,0.04,838
"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",Office Supplies,Paper,4,25,406.46,178.70,0.44,839
Computer Printout Paper with Letter-Trim Perforations,Office Supplies,Paper,7,24,405.96,169.21,0.42,840
"Boston Model 1800 Electric Pencil Sharpener, Gray",Office Supplies,Art,3,15,405.36,109.79,0.27,841
Model L Table or Wall-Mount Pencil Sharpener,Office Supplies,Art,5,24,402.98,92.11,0.23,842
"Tennsco Lockers, Gray",Office Supplies,Storage,6,22,402.82,-26.43,-0.07,843
"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Furniture,Bookcases,2,3,400.03,-113.26,-0.28,844
Lexmark X 9575 Professional All-in-One Color Printer,Technology,Machines,1,4,396.00,190.08,0.48,845
Griffin GC17055 Auxiliary Audio Cable,Technology,Phones,6,27,395.78,46.05,0.12,846
"Seth Thomas 12"" Clock w/ Goldtone Case",Furniture,Furnishings,3,17,390.66,132.82,0.34,847
Ibico Standard Transparent Covers,Office Supplies,Binders,10,34,390.58,104.81,0.27,848
Boston 1799 Powerhouse Electric Pencil Sharpener,Office Supplies,Art,3,15,389.70,109.12,0.28,849
Logitech Wireless Headset H600 Over-The-Head Design,Technology,Accessories,2,10,386.91,133.27,0.34,850
Fellowes Advanced Computer Series Surge Protectors,Office Supplies,Appliances,6,15,386.75,100.66,0.26,851
"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Office Supplies,Binders,10,39,386.08,76.92,0.20,852
Cisco Desktop Collaboration Experience DX650 IP Video Phone,Technology,Machines,1,5,385.80,130.21,0.34,853
OtterBox Commuter Series Case - Samsung Galaxy S4,Technology,Phones,4,18,384.85,-55.98,-0.15,854
"Logitech Wireless Boombox Speaker - portable - wireless, wired",Technology,Accessories,2,4,383.04,148.96,0.39,855
Memorex Micro Travel Drive 32 GB,Technology,Accessories,5,12,379.70,129.98,0.34,856
Eldon Advantage Foldable Chair Mats for Low Pile Carpets,Furniture,Furnishings,3,10,379.40,-48.78,-0.13,857
AT&T EL51110 DECT,Technology,Phones,1,3,377.97,109.61,0.29,858
"Executive Impressions 14""",Furniture,Furnishings,4,17,377.91,166.28,0.44,859
Clear Mylar Reinforcing Strips,Office Supplies,Binders,7,29,377.54,90.27,0.24,860
Globe Weis Peel & Seel First Class Envelopes,Office Supplies,Envelopes,7,30,375.73,164.86,0.44,861
Tennsco Commercial Shelving,Office Supplies,Storage,9,21,374.26,-48.61,-0.13,862
"Maxell Pro 80 Minute CD-R, 10/Pack",Technology,Accessories,4,24,374.07,122.36,0.33,863
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",Technology,Accessories,5,26,373.78,24.81,0.07,864
Acco Perma 3000 Stacking Storage Drawers,Office Supplies,Storage,6,21,373.44,16.57,0.04,865
Avery 505,Office Supplies,Labels,7,28,372.96,165.76,0.44,866
GBC Durable Plastic Covers,Office Supplies,Binders,8,34,369.59,14.32,0.04,867
"36X48 HARDFLOOR CHAIRMAT",Furniture,Furnishings,6,21,369.25,-40.49,-0.11,868
"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Storage,5,11,368.46,93.16,0.25,869
Lenovo 17-Key USB Numeric Keypad,Technology,Accessories,5,13,367.09,22.43,0.06,870
Logitech Wireless Touch Keyboard K400,Technology,Accessories,3,15,364.85,53.73,0.15,871
"Eldon Executive Woodline II Desk Accessories, Mahogany",Furniture,Furnishings,5,17,361.87,50.01,0.14,872
SanDisk Cruzer 32 GB USB Flash Drive,Technology,Accessories,6,20,361.38,102.71,0.28,873
KeyTronic 6101 Series - Keyboard - Black,Technology,Accessories,2,10,360.71,127.07,0.35,874
Microsoft Arc Touch Mouse,Technology,Accessories,2,7,359.70,91.12,0.25,875
"Seth Thomas 14"" Putty-Colored Wall Clock",Furniture,Furnishings,4,13,357.95,94.77,0.26,876
Holmes Odor Grabber,Office Supplies,Appliances,8,30,357.62,67.77,0.19,877
Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Technology,Accessories,8,25,357.00,23.25,0.07,878
Kingston Digital DataTraveler 32GB USB 2.0,Technology,Accessories,7,22,355.95,5.42,0.02,879
Aluminum Screw Posts,Office Supplies,Binders,11,41,354.03,41.20,0.12,880
Pizazz Global Quick File,Office Supplies,Storage,6,24,353.29,94.61,0.27,881
Xerox 1929,Office Supplies,Paper,4,16,351.74,154.40,0.44,882
I.R.I.S IRISCard Anywhere 5 Card Scanner,Technology,Machines,1,3,350.97,152.09,0.43,883
Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Accessories,3,13,350.20,8.76,0.03,884
Eldon Gobal File Keepers,Office Supplies,Storage,6,24,348.22,-0.61,0.00,885
"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,Storage,8,32,347.31,85.81,0.25,886
"Executive Impressions 14"" Contract Wall Clock",Furniture,Furnishings,7,17,346.79,93.59,0.27,887
Trimflex Flexible Post Binders,Office Supplies,Binders,4,21,346.36,112.89,0.33,888
Sterilite Officeware Hinged File Box,Office Supplies,Storage,11,35,345.84,78.08,0.23,889
Eldon Simplefile Box Office,Office Supplies,Storage,8,30,345.83,77.13,0.22,890
"2300 Heavy-Duty Transfer File Systems by Perma",Office Supplies,Storage,4,16,344.72,20.98,0.06,891
Fellowes Mighty 8 Compact Surge Protector,Office Supplies,Appliances,6,19,344.59,67.30,0.20,892
Eldon Cleatmat Chair Mats for Medium Pile Carpets,Furniture,Furnishings,4,8,344.10,-42.18,-0.12,893
"Acco Six-Outlet Power Strip, 4' Cord Length",Office Supplies,Appliances,9,41,343.08,81.55,0.24,894
GBC VeloBind Cover Sets,Office Supplies,Binders,11,42,342.77,18.53,0.05,895
Tops Green Bar Computer Printout Paper,Office Supplies,Paper,3,7,342.58,171.29,0.50,896
Boston 19500 Mighty Mite Electric Pencil Sharpener,Office Supplies,Art,4,17,342.55,92.49,0.27,897
"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",Technology,Machines,1,3,341.99,-319.19,-0.93,898
Classic Ivory Antique Telephone ZL1810,Technology,Phones,2,4,341.67,40.20,0.12,899
Letter Size File,Office Supplies,Storage,2,10,341.42,59.55,0.17,900
Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Technology,Phones,6,22,339.83,23.19,0.07,901
Luxo Economy Swing Arm Lamp,Furniture,Furnishings,5,17,338.98,94.91,0.28,902
"Tenex File Box, Personal Filing Tote with Lid, Black",Office Supplies,Storage,7,24,338.12,62.66,0.19,903
"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Office Supplies,Envelopes,6,34,336.95,150.97,0.45,904
Wasp CCD Handheld Bar Code Reader,Technology,Machines,1,3,336.51,44.87,0.13,905
"BlueLounge Milo Smartphone Stand, White/Metallic",Technology,Phones,3,12,335.89,76.77,0.23,906
Xerox 226,Office Supplies,Paper,11,53,334.37,155.78,0.47,907
"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Office Supplies,Binders,7,22,334.37,98.25,0.29,908
"Contract Clock, 14"", Brown",Furniture,Furnishings,5,21,334.10,29.45,0.09,909
Holmes 99% HEPA Air Purifier,Office Supplies,Appliances,4,17,333.56,86.86,0.26,910
Eldon Econocleat Chair Mats for Low Pile Carpets,Furniture,Furnishings,2,8,331.76,39.81,0.12,911
Bulldog Vacuum Base Pencil Sharpener,Office Supplies,Art,6,31,330.92,59.59,0.18,912
SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,7,31,329.95,-48.58,-0.15,913
Xerox 1979,Office Supplies,Paper,3,11,328.39,140.96,0.43,914
Multimedia Mailers,Office Supplies,Envelopes,1,2,325.86,149.90,0.46,915
KeyTronic E03601U1 - Keyboard - Beige,Technology,Accessories,6,18,324.00,58.32,0.18,916
RCA ViSYS 25425RE1 Corded phone,Technology,Phones,1,3,323.98,36.45,0.11,917
Sauder Cornerstone Collection Library,Furniture,Bookcases,3,14,322.19,-81.17,-0.25,918
Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,Technology,Accessories,6,20,321.85,106.18,0.33,919
Personal Creations Ink Jet Cards and Labels,Office Supplies,Paper,4,28,321.44,157.51,0.49,920
"White Envelopes, White Envelopes with Clear Poly Window",Office Supplies,Envelopes,5,22,320.25,139.08,0.43,921
Konica Minolta magicolor 1690MF Multifunction Printer,Technology,Machines,1,8,319.92,118.37,0.37,922
X-Rack File for Hanging Folders,Office Supplies,Storage,9,30,318.38,67.74,0.21,923
"Rogers Jumbo File, Granite",Office Supplies,Storage,7,24,317.77,-4.89,-0.02,924
"Seth Thomas 13 1/2"" Wall Clock",Furniture,Furnishings,5,20,316.48,71.12,0.22,925
"Executive Impressions 13"" Clairmont Wall Clock",Furniture,Furnishings,8,20,315.37,88.46,0.28,926
"Avery Trapezoid Extra Heavy Duty 4"" Binders",Office Supplies,Binders,4,15,314.55,0.00,0.00,927
"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Office Supplies,Binders,8,31,310.21,52.45,0.17,928
"Executive Impressions 14"" Two-Color Numerals Wall Clock",Furniture,Furnishings,6,16,308.99,94.52,0.31,929
Recycled Easel Ring Binders,Office Supplies,Binders,9,35,308.84,21.63,0.07,930
Fiskars Softgrip Scissors,Office Supplies,Supplies,7,28,307.44,86.08,0.28,931
Acme Box Cutter Scissors,Office Supplies,Supplies,6,31,306.90,72.22,0.24,932
"3M Replacement Filter for Office Air Cleaner for 20' x 33' Room",Office Supplies,Appliances,4,14,303.36,-20.48,-0.07,933
Eldon Fold 'N Roll Cart System,Office Supplies,Storage,5,24,301.97,63.75,0.21,934
Eldon Shelf Savers Cubes and Bins,Office Supplies,Storage,8,45,300.14,-7.68,-0.03,935
Lexmark S315 Color Inkjet Printer,Technology,Machines,2,5,299.97,35.00,0.12,936
Tensor Track Tree Floor Lamp,Furniture,Furnishings,4,17,299.85,38.18,0.13,937
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Office Supplies,Appliances,2,9,299.21,-177.22,-0.59,938
Memorex Micro Travel Drive 8 GB,Technology,Accessories,8,26,299.00,113.10,0.38,939
Coloredge Poster Frame,Furniture,Furnishings,6,21,298.20,116.30,0.39,940
Boston Home & Office Model 2000 Electric Pencil Sharpeners,Office Supplies,Art,6,13,297.99,70.48,0.24,941
Maxell DVD-RAM Discs,Technology,Accessories,3,18,296.64,127.56,0.43,942
"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Office Supplies,Fasteners,8,29,296.18,119.74,0.40,943
Xerox 1933,Office Supplies,Paper,5,24,294.72,138.52,0.47,944
Stanley Contemporary Battery Pencil Sharpeners,Office Supplies,Art,4,24,293.70,63.01,0.21,945
Micropad Numeric Keypads,Technology,Accessories,4,15,291.85,66.97,0.23,946
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Furniture,Furnishings,5,15,291.46,97.15,0.33,947
Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Office Supplies,Appliances,6,31,289.46,-113.77,-0.39,948
Peel-Off China Markers,Office Supplies,Art,7,31,287.97,109.43,0.38,949
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Office Supplies,Binders,10,39,287.87,64.14,0.22,950
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,Envelopes,10,37,286.67,115.28,0.40,951
OtterBox Commuter Series Case - iPhone 5 & 5s,Technology,Phones,4,16,285.87,102.91,0.36,952
"Fellowes Personal Hanging Folder Files, Navy",Office Supplies,Storage,4,24,284.72,52.65,0.18,953
Embossed Ink Jet Note Cards,Office Supplies,Paper,4,15,284.38,108.34,0.38,954
"Iris 3-Drawer Stacking Bin, Black",Office Supplies,Storage,3,16,284.10,-43.45,-0.15,955
"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Office Supplies,Paper,8,37,281.89,127.60,0.45,956
Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,Technology,Phones,3,6,281.66,6.12,0.02,957
Xerox 1898,Office Supplies,Paper,11,46,280.56,120.77,0.43,958
Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,Technology,Accessories,2,14,280.00,109.20,0.39,959
"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",Technology,Machines,2,4,279.96,120.38,0.43,960
Macally Suction Cup Mount,Technology,Phones,4,26,279.63,-31.07,-0.11,961
Westinghouse Clip-On Gooseneck Lamps,Furniture,Furnishings,9,38,279.56,44.19,0.16,962
Acme Forged Steel Scissors with Black Enamel Handles,Office Supplies,Supplies,8,32,279.30,67.78,0.24,963
"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Office Supplies,Storage,5,22,279.18,23.27,0.08,964
Storex Dura Pro Binders,Office Supplies,Binders,17,71,278.59,50.55,0.18,965
Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,Office Supplies,Appliances,2,4,277.92,83.38,0.30,966
"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Office Supplies,Labels,7,28,277.38,126.68,0.46,967
Large Capacity Hanging Post Binders,Office Supplies,Binders,5,22,276.95,-19.46,-0.07,968
"Neat Ideas Personal Hanging Folder Files, Black",Office Supplies,Storage,7,22,276.66,58.02,0.21,969
HP Standard 104 key PS/2 Keyboard,Technology,Accessories,6,20,275.50,58.00,0.21,970
Stanley Bostitch Contemporary Electric Pencil Sharpeners,Office Supplies,Art,7,19,275.08,42.79,0.16,971
Staple magnet,Office Supplies,Storage,10,33,272.89,44.81,0.16,972
Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,Technology,Phones,3,11,272.89,27.29,0.10,973
Fellowes Binding Cases,Office Supplies,Binders,5,31,271.44,71.96,0.27,974
Advantus Panel Wall Certificate Holder - 8.5x11,Furniture,Furnishings,6,23,270.84,108.09,0.40,975
Adjustable Personal File Tote,Office Supplies,Storage,5,18,270.25,53.40,0.20,976
Plastic Binding Combs,Office Supplies,Binders,5,23,269.67,84.99,0.32,977
"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Office Supplies,Binders,9,35,269.39,-2.28,-0.01,978
"GBC White Gloss Covers, Plain Front",Office Supplies,Binders,7,31,269.33,31.42,0.12,979
"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Office Supplies,Paper,5,30,268.50,123.51,0.46,980
Xerox 1938,Office Supplies,Paper,1,7,268.24,93.88,0.35,981
Eldon Wave Desk Accessories,Furniture,Furnishings,14,61,266.73,99.00,0.37,982
Avery 475,Office Supplies,Labels,4,18,266.40,133.20,0.50,983
Belkin F9S820V06 8 Outlet Surge,Office Supplies,Appliances,4,17,266.34,-120.18,-0.45,984
Belkin Standard 104 key USB Keyboard,Technology,Accessories,6,21,265.54,5.11,0.02,985
Ultra Door Pull Handle,Furniture,Furnishings,6,27,265.10,74.80,0.28,986
Maxell 4.7GB DVD+RW 3/Pack,Technology,Accessories,4,17,264.44,88.41,0.33,987
"Peel & Seel Recycled Catalog Envelopes, Brown",Office Supplies,Envelopes,6,26,264.02,113.48,0.43,988
Newell 324,Office Supplies,Art,7,23,263.34,72.07,0.27,989
Staple remover,Office Supplies,Supplies,18,61,263.09,24.07,0.09,990
"Southworth 100% Résumé Paper, 24lb.",Office Supplies,Paper,7,35,262.96,113.20,0.43,991
"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furniture,Furnishings,6,20,262.75,-7.62,-0.03,992
File Shuttle I and Handi-File,Office Supplies,Storage,3,13,262.67,51.42,0.20,993
Belkin 6 Outlet Metallic Surge Strip,Office Supplies,Appliances,9,29,262.45,28.75,0.11,994
"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Technology,Phones,8,28,261.60,41.86,0.16,995
Hand-Finished Solid Wood Document Frame,Furniture,Furnishings,3,8,260.15,68.46,0.26,996
"3M Office Air Cleaner",Office Supplies,Appliances,2,10,259.80,90.93,0.35,997
Desktop 3-Pocket Hot File,Office Supplies,Storage,2,5,259.68,59.51,0.23,998
"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Office Supplies,Envelopes,5,12,259.09,115.15,0.44,999
"Executive Impressions 10"" Spectator Wall Clock",Furniture,Furnishings,5,22,258.72,87.96,0.34,1000
"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,Binders,12,51,258.72,-27.17,-0.11,1001
Avery Legal 4-Ring Binder,Office Supplies,Binders,4,16,258.05,90.21,0.35,1002
Mediabridge Sport Armband iPhone 5s,Technology,Phones,7,30,257.74,-38.96,-0.15,1003
GBC Poly Designer Binding Covers,Office Supplies,Binders,6,18,256.12,102.45,0.40,1004
Berol Giant Pencil Sharpener,Office Supplies,Art,4,17,254.85,49.78,0.20,1005
"Executive Impressions 13"" Chairman Wall Clock",Furniture,Furnishings,3,11,253.80,72.33,0.29,1006
"Linden 10"" Round Wall Clock, Black",Furniture,Furnishings,6,21,253.65,41.87,0.17,1007
Apple EarPods with Remote and Mic,Technology,Phones,4,10,251.91,50.38,0.20,1008
Magnifier Swing Arm Lamp,Furniture,Furnishings,5,12,251.76,65.46,0.26,1009
Sony 32GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,4,12,251.40,52.79,0.21,1010
Hanging Personal Folder File,Office Supplies,Storage,5,17,251.20,51.03,0.20,1011
Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,Technology,Accessories,3,18,250.92,35.13,0.14,1012
Avery 473,Office Supplies,Labels,6,24,248.40,119.23,0.48,1013
Belkin OmniView SE Rackmount Kit,Office Supplies,Storage,2,7,248.36,0.00,0.00,1014
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Technology,Accessories,5,12,248.29,91.04,0.37,1015
Nu-Dell Leatherette Frames,Furniture,Furnishings,3,18,246.65,81.45,0.33,1016
"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Office Supplies,Paper,9,28,246.58,109.02,0.44,1017
Strathmore Photo Mount Cards,Office Supplies,Paper,9,38,245.44,106.31,0.43,1018
SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Furniture,Chairs,5,12,245.09,14.92,0.06,1019
Xerox 1890,Office Supplies,Paper,2,5,244.70,122.35,0.50,1020
Brown Kraft Recycled Envelopes,Office Supplies,Envelopes,5,15,244.51,117.16,0.48,1021
Aluminum Document Frame,Furniture,Furnishings,5,22,244.40,56.21,0.23,1022
Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,Office Supplies,Appliances,3,10,244.29,41.64,0.17,1023
GBC Imprintable Covers,Office Supplies,Binders,8,36,241.56,39.97,0.17,1024
Quality Park Security Envelopes,Office Supplies,Envelopes,4,11,240.76,88.19,0.37,1025
RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,Technology,Phones,1,3,239.97,2.40,0.01,1026
Logitech M510 Wireless Mouse,Technology,Accessories,3,7,239.94,52.39,0.22,1027
"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",Technology,Phones,5,21,239.84,79.30,0.33,1028
Holmes HEPA Air Purifier,Office Supplies,Appliances,6,14,239.58,41.38,0.17,1029
"Avery Flip-Chart Easel Binder, Black",Office Supplies,Binders,4,17,239.47,37.82,0.16,1030
Xerox 216,Office Supplies,Paper,8,42,238.46,96.94,0.41,1031
Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,Binders,12,46,238.33,25.49,0.11,1032
Xerox 1982,Office Supplies,Paper,3,12,237.54,89.53,0.38,1033
Martin-Yale Premier Letter Opener,Office Supplies,Supplies,7,20,236.99,-12.88,-0.05,1034
Recycled Eldon Regeneration Jumbo File,Office Supplies,Storage,6,20,235.78,58.94,0.25,1035
Avery 50,Office Supplies,Labels,5,20,235.56,102.75,0.44,1036
Acco D-Ring Binder w/DublLock,Office Supplies,Binders,9,31,235.18,-102.84,-0.44,1037
DAX Two-Tone Silver Metal Document Frame,Furniture,Furnishings,6,13,234.78,84.81,0.36,1038
Newell 312,Office Supplies,Art,11,49,234.77,34.46,0.15,1039
Spigen Samsung Galaxy S5 Case Wallet,Technology,Phones,5,15,234.46,45.87,0.20,1040
Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Office Supplies,Art,4,16,234.24,67.93,0.29,1041
"Maxell 74 Minute CDR, 10/Pack",Technology,Accessories,5,26,232.76,72.57,0.31,1042
Petty Cash Envelope,Office Supplies,Paper,3,10,231.86,94.36,0.41,1043
"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Office Supplies,Storage,5,15,229.98,44.81,0.19,1044
Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Office Supplies,Appliances,6,28,229.89,53.70,0.23,1045
Dixon Ticonderoga Core-Lock Colored Pencils,Office Supplies,Art,7,28,229.57,58.67,0.26,1046
Advantus Motivational Note Cards,Office Supplies,Paper,5,20,227.94,94.32,0.41,1047
"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Office Supplies,Paper,8,33,227.04,104.44,0.46,1048
Iris Project Case,Office Supplies,Storage,6,30,225.04,47.88,0.21,1049
Advantus Plastic Paper Clips,Office Supplies,Fasteners,10,47,225.00,102.80,0.46,1050
Cisco 8961 IP Phone Charcoal,Technology,Machines,1,3,224.94,-164.95,-0.73,1051
Portable Personal File Box,Office Supplies,Storage,6,19,224.66,55.31,0.25,1052
iOttie XL Car Mount,Technology,Phones,2,14,223.89,-50.37,-0.23,1053
"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Office Supplies,Paper,7,28,223.44,111.72,0.50,1054
"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Art,6,31,219.78,68.38,0.31,1055
"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Office Supplies,Storage,4,14,218.42,52.03,0.24,1056
"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Office Supplies,Paper,7,34,218.09,95.27,0.44,1057
Avery Non-Stick Binders,Office Supplies,Binders,20,71,217.32,43.55,0.20,1058
"Fiskars 8"" Scissors, 2/Pack",Office Supplies,Supplies,4,14,217.22,45.86,0.21,1059
ARKON Windshield Dashboard Air Vent Car Mount Holder,Technology,Phones,4,14,216.96,-15.59,-0.07,1060
"3M Polarizing Light Filter Sleeves",Furniture,Furnishings,4,14,216.34,75.35,0.35,1061
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,Furnishings,8,25,216.14,73.94,0.34,1062
iOttie HLCRIO102 Car Mount,Technology,Phones,5,12,215.89,-11.99,-0.06,1063
Xerox 214,Office Supplies,Paper,9,37,215.14,90.46,0.42,1064
DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,Binders,10,35,215.11,66.69,0.31,1065
Cisco SPA 501G IP Phone,Technology,Phones,1,3,213.48,16.01,0.08,1066
Xerox 188,Office Supplies,Paper,8,20,213.19,97.52,0.46,1067
GBC Wire Binding Strips,Office Supplies,Binders,5,14,212.66,-18.41,-0.09,1068
Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,Binders,13,59,212.08,58.51,0.28,1069
Standard Line “While You Were Out” Hardbound Telephone Message Book,Office Supplies,Paper,2,11,211.01,80.45,0.38,1070
"Seth Thomas 8 1/2"" Cubicle Clock",Furniture,Furnishings,4,11,210.91,59.22,0.28,1071
Xerox 1931,Office Supplies,Paper,8,36,209.95,88.65,0.42,1072
"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Office Supplies,Art,3,7,209.66,49.80,0.24,1073
SANFORD Major Accent Highlighters,Office Supplies,Art,7,30,209.57,77.88,0.37,1074
Cardinal EasyOpen D-Ring Binders,Office Supplies,Binders,8,40,209.31,26.51,0.13,1075
Ibico Plastic and Wire Spiral Binding Combs,Office Supplies,Binders,9,41,208.22,21.58,0.10,1076
Acco Perma 2700 Stacking Storage Drawers,Office Supplies,Storage,4,8,208.18,5.95,0.03,1077
Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Technology,Accessories,6,11,207.90,62.77,0.30,1078
GBC Linen Binding Covers,Office Supplies,Binders,6,18,207.57,-82.41,-0.40,1079
Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,Furniture,Chairs,1,1,207.18,25.90,0.13,1080
Epson Perfection V600 Photo Scanner,Technology,Machines,1,3,206.99,-172.49,-0.83,1081
JM Magazine Binder,Office Supplies,Binders,6,18,204.72,50.19,0.25,1082
Texas Instruments TI-34 Scientific Calculator,Technology,Machines,3,12,204.51,64.65,0.32,1083
"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Office Supplies,Appliances,4,18,203.94,87.69,0.43,1084
Kingston Digital DataTraveler 64GB USB 2.0,Technology,Accessories,2,6,202.68,16.21,0.08,1085
